,input,output,ind_skill,input_EN,output_EN
1301," Sie verstehen es, <SoftSkill>in hektischen Zeiten die Ruhe zu bewahren</SoftSkill> und <SoftSkill_C>Prioritäten richtig zu setzten</SoftSkill_C>."," Sie verstehen es, <SoftSkill>in hektischen Zeiten die Ruhe zu bewahren</SoftSkill> und <SoftSkill>Prioritäten richtig zu setzten</SoftSkill>.","['in hektischen Zeiten die Ruhe zu bewahren', 'Prioritäten richtig zu setzten']", You know how to <SoftSkill>keep calm in hectic times</SoftSkill> and <SoftSkill_C>set priorities correctly</SoftSkill_C>., You know how to <SoftSkill>keep calm in hectic times</SoftSkill> and <SoftSkill>set priorities correctly</SoftSkill>.
1303," Dank Ihrem <SoftSkill>Verständnis</SoftSkill> und Ihrem <SoftSkill>kundenorientierten Denken</SoftSkill> gelingt es Ihnen, die Anliegen und Fragen rund um die Kreditkarte <SoftSkill_C>kompetent</SoftSkill_C>, <SoftSkill_C>selbstständig</SoftSkill_C> und <SoftSkill>effizient zu lösen</SoftSkill>."," Dank Ihrem <SoftSkill>Verständnis</SoftSkill> und Ihrem <SoftSkill>kundenorientierten Denken</SoftSkill> gelingt es Ihnen, die Anliegen und Fragen rund um die Kreditkarte <SoftSkill>kompetent zu lösen</SoftSkill>, <SoftSkill>selbstständig zu lösen</SoftSkill> und <SoftSkill>effizient zu lösen</SoftSkill>.","['Verständnis', 'kundenorientierten Denken', 'kompetent zu lösen', 'selbstständig zu lösen', 'effizient zu lösen']"," Thanks to your <SoftSkill>understanding</SoftSkill> and your <SoftSkill>customer-oriented thinking</SoftSkill>, you manage to solve credit card concerns and questions <SoftSkill_C>competently</SoftSkill_C>, <SoftSkill_C>self-reliantly</SoftSkill_C> and <SoftSkill>efficiently</SoftSkill>."," Thanks to your <SoftSkill>understanding</SoftSkill> and your <SoftSkill>customer-oriented thinking</SoftSkill>, you manage to solve credit card concerns and questions <SoftSkill>competently</SoftSkill>, <SoftSkill>self-sufficiently</SoftSkill> and <SoftSkill>efficiently</SoftSkill>."
1004," Sie sind eine <SoftSkill_C>offene</SoftSkill_C>, <SoftSkill_C>natürliche</SoftSkill_C> und <SoftSkill>selbstsichere Persönlichkeit</SoftSkill> und haben <SoftSkill>Freude am Umgang mit Menschen</SoftSkill>."," Sie sind eine <SoftSkill>offene Persönlichkeit</SoftSkill>, <SoftSkill>natürliche Persönlichkeit</SoftSkill> und <SoftSkill>selbstsichere Persönlichkeit</SoftSkill> und haben <SoftSkill>Freude am Umgang mit Menschen</SoftSkill>.","['offene Persönlichkeit', 'natürliche Persönlichkeit', 'selbstsichere Persönlichkeit', 'Freude am Umgang mit Menschen']"," You are an <SoftSkill_C>open</SoftSkill_C>, <SoftSkill_C>natural</SoftSkill_C> and <SoftSkill>self-confident personality</SoftSkill> and have <SoftSkill>enjoyment in dealing with people</SoftSkill>."," You are an <SoftSkill>open personality</SoftSkill>, <SoftSkill>natural personality</SoftSkill> and <SoftSkill>self-confident personality</SoftSkill> and have <SoftSkill>enjoyment in dealing with people</SoftSkill>."
1344," Ihre <SoftSkill>Arbeitsweise ist organisiert</SoftSkill>, <SoftSkill_C>ruhig</SoftSkill_C>, <SoftSkill_C>effizient</SoftSkill_C> und <SoftSkill_C>jederzeit gastorientiert</SoftSkill_C>."," Ihre <SoftSkill>Arbeitsweise ist organisiert</SoftSkill>, <SoftSkill>Ihre Arbeitsweise ist ruhig</SoftSkill>, <SoftSkill>Ihre Arbeitsweise ist effizient</SoftSkill> und <SoftSkill>Ihre Arbeitsweise ist jederzeit gastorientiert</SoftSkill>.","['Arbeitsweise ist organisiert', 'Ihre Arbeitsweise ist ruhig', 'Ihre Arbeitsweise ist effizient', 'Ihre Arbeitsweise ist jederzeit gastorientiert']"," Her <SoftSkill>way of working is organised</SoftSkill>, <SoftSkill_C>calm</SoftSkill_C>, <SoftSkill_C>efficient</SoftSkill_C> and <SoftSkill_C>guest-oriented</SoftSkill_C> at all times."," Your <SoftSkill>way of working is organised</SoftSkill>, <SoftSkill>your way of working is calm</SoftSkill>, <SoftSkill>your way of working is efficient</SoftSkill> and <SoftSkill>your way of working is guest-oriented at all times</SoftSkill>."
433,Ihr <SoftSkill>Verkaufstalent</SoftSkill> konnten Sie in Ihrer bisherigen Tätigkeit erfolgreich einbringen und <SoftSkill_C>umsetzen</SoftSkill_C>.,Ihr <SoftSkill>Verkaufstalent</SoftSkill> konnten Sie in Ihrer bisherigen Tätigkeit erfolgreich einbringen und <SoftSkill>umsetzen</SoftSkill>.,"['Verkaufstalent', 'umsetzen']",You have been able to successfully apply and <SoftSkill_C>implement</SoftSkill_C> your <SoftSkill>sales talent</SoftSkill> in your previous job.,You have been able to successfully use and implement your <SoftSkill>sales talent</SoftSkill> in your previous job.
271," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill_C>begeistern</SoftSkill_C> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>."," Sie <SoftSkill>suchen stets nach Lösungen im Interesse aller Beteiligten</SoftSkill>, <SoftSkill>partizipieren rege an der Erarbeitung gemeinsamer Ziele</SoftSkill> und <SoftSkill>begeistern das Gegenüber mit Zusatzleistungen</SoftSkill> sowie <SoftSkill>überraschen das Gegenüber mit Zusatzleistungen</SoftSkill>.","['suchen stets nach Lösungen im Interesse aller Beteiligten', 'partizipieren rege an der Erarbeitung gemeinsamer Ziele', 'begeistern das Gegenüber mit Zusatzleistungen', 'überraschen das Gegenüber mit Zusatzleistungen']"," They <SoftSkill>always seek solutions in the interest of all parties involved</SoftSkill>, <SoftSkill>participate actively in the elaboration of common goals</SoftSkill> and <SoftSkill_C>inspire</SoftSkill_C> as well as <SoftSkill>surprise the counterpart with additional services</SoftSkill>."," They <SoftSkill>always seek solutions in the interest of all parties involved</SoftSkill>, <SoftSkill>participate actively in the elaboration of common goals</SoftSkill> and <SoftSkill>inspire the counterpart with additional services</SoftSkill> as well as <SoftSkill>surprise the counterpart with additional services</SoftSkill>."
184,Sie <SoftSkill_C>denken</SoftSkill_C> und <SoftSkill>handeln lösungsorientiert</SoftSkill>?,Sie <SoftSkill>denken lösungsorientiert</SoftSkill> und <SoftSkill>handeln lösungsorientiert</SoftSkill>?,"['denken lösungsorientiert', 'handeln lösungsorientiert']",You <SoftSkill_C>think</SoftSkill_C> and <SoftSkill>act solution-oriented</SoftSkill>?,You <SoftSkill>think solution-oriented</SoftSkill> and <SoftSkill>act solution-oriented</SoftSkill>?
1510," Ausserdem überzeugen Sie mit Ihrer <SoftSkill>schnellen Auffassungsgabe</SoftSkill>, sind <SoftSkill>belastbar</SoftSkill> und <SoftSkill>arbeiten gerne selbstständig</SoftSkill> und <SoftSkill_C>genau</SoftSkill_C>."," Ausserdem überzeugen Sie mit Ihrer <SoftSkill>schnellen Auffassungsgabe</SoftSkill>, sind <SoftSkill>belastbar</SoftSkill> und <SoftSkill>arbeiten gerne selbstständig</SoftSkill> und <SoftSkill>arbeiten gerne genau</SoftSkill>.","['schnellen Auffassungsgabe', 'belastbar', 'arbeiten gerne selbstständig', 'arbeiten gerne genau']"," Furthermore, you convince with your <SoftSkill>quick perception</SoftSkill>, are <SoftSkill>stable</SoftSkill> and <SoftSkill>like to work independently</SoftSkill> and <SoftSkill_C>precisely</SoftSkill_C>."," Furthermore, you convince with your <SoftSkill>quick perception</SoftSkill>, are <SoftSkill>stable</SoftSkill> and <SoftSkill>like to work independently</SoftSkill> and <SoftSkill>like to work accurately</SoftSkill>."
244," Sie sind eine <SoftSkill_C>gewinnende</SoftSkill_C>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>."," Sie sind eine <SoftSkill>gewinnende Persönlichkeit</SoftSkill>, <SoftSkill>extrovertierte Persönlichkeit</SoftSkill> und <SoftSkill>heissen unsere Kunden mit Freude stets herzlich willkommen</SoftSkill>.","['gewinnende Persönlichkeit', 'extrovertierte Persönlichkeit', 'heissen unsere Kunden mit Freude stets herzlich willkommen']"," You are a <SoftSkill_C>winning</SoftSkill_C>, <SoftSkill>extroverted personality</SoftSkill> and <SoftSkill>always enjoy giving our customers a warm welcome</SoftSkill>."," You are a <SoftSkill>winning personality</SoftSkill>, <SoftSkill>extroverted personality</SoftSkill> and <SoftSkill>always enjoy giving our customers a warm welcome</SoftSkill>."
530,Ein <SoftSkill>ausgedehntes Flair für Zahlen</SoftSkill> und <SoftSkill_C>vernetztes Denken</SoftSkill_C> runden Ihr Profil ab.,Ein <SoftSkill>ausgedehntes Flair für Zahlen</SoftSkill> und <SoftSkill>vernetztes Denken</SoftSkill> runden Ihr Profil ab.,"['ausgedehntes Flair für Zahlen', 'vernetztes Denken']",A <SoftSkill>extensive flair for numbers</SoftSkill> and <SoftSkill_C>networked thinking</SoftSkill_C> round off your profile.,A <SoftSkill>extensive flair for numbers</SoftSkill> and <SoftSkill>networked thinking</SoftSkill> round off your profile.
873, <SoftSkill_C>Gute organisatorische</SoftSkill_C> und <SoftSkill>administrative Fähigkeiten</SoftSkill> ?, <SoftSkill>Gute organisatorische Fähigkeiten</SoftSkill> und <SoftSkill>administrative Fähigkeiten</SoftSkill> ?,"['Gute organisatorische Fähigkeiten', 'administrative Fähigkeiten']", <SoftSkill_C>Good organisational</SoftSkill_C> and <SoftSkill>administrative skills</SoftSkill> ?, <SoftSkill>Good organisational skills</SoftSkill> and <SoftSkill>administrative skills</SoftSkill> ?
787," Sie besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill>, <SoftSkill>gute analytische Fähigkeiten</SoftSkill> und sind eine <SoftSkill_C>dienstleistungsorientierte</SoftSkill_C> sowie <SoftSkill>teamfähige Persönlichkeit</SoftSkill>.","  Sie besitzen eine <SoftSkill>rasche Auffassungsgabe</SoftSkill>, <SoftSkill>gute analytische Fähigkeiten</SoftSkill> und sind eine <SoftSkill>dienstleistungsorientierte Persönlichkeit</SoftSkill> sowie <SoftSkill>teamfähige Persönlichkeit</SoftSkill>.","['rasche Auffassungsgabe', 'gute analytische Fähigkeiten', 'dienstleistungsorientierte Persönlichkeit', 'teamfähige Persönlichkeit']"," You have a <SoftSkill>rapid grasp</SoftSkill>, <SoftSkill>good analytical skills</SoftSkill> and are a <SoftSkill_C>service-oriented</SoftSkill_C> and <SoftSkill>team player</SoftSkill> personality.","  You have a <SoftSkill>rapid grasp</SoftSkill>, <SoftSkill>good analytical skills</SoftSkill> and are a <SoftSkill>service-oriented personality</SoftSkill> and <SoftSkill>team player</SoftSkill>."
1763," Sie sind herzlich eingeladen, nicht nur sich selbst, sondern auch uns <SoftSkill_C>tatkräftig</SoftSkill_C> und <SoftSkill>ideenreich weiterzuentwickeln</SoftSkill>."," Sie sind herzlich eingeladen, nicht nur sich selbst, sondern auch uns <SoftSkill>tatkräftig weiterzuentwickeln</SoftSkill> und <SoftSkill>ideenreich weiterzuentwickeln</SoftSkill>.","['tatkräftig weiterzuentwickeln', 'ideenreich weiterzuentwickeln']"," You are cordially invited to develop not only yourself, but also us <SoftSkill_C>actively</SoftSkill_C> and <SoftSkill>ideasfully</SoftSkill>."," You are cordially invited not only to develop yourself, but also to <SoftSkill>actively develop</SoftSkill> and <SoftSkill>ideally develop</SoftSkill> us."
1007," Wir stellen uns eine <SoftSkill_C>fröhliche</SoftSkill_C> und <SoftSkill>verständnisvolle Persönlichkeit</SoftSkill> vor, welche <SoftSkill>Freude am Unterricht in einem multikulturellen Umfeld hat</SoftSkill>."," Wir stellen uns eine <SoftSkill>fröhliche Persönlichkeit</SoftSkill> und <SoftSkill>verständnisvolle Persönlichkeit</SoftSkill> vor, welche <SoftSkill>Freude am Unterricht in einem multikulturellen Umfeld hat</SoftSkill>.","['fröhliche Persönlichkeit', 'verständnisvolle Persönlichkeit', 'Freude am Unterricht in einem multikulturellen Umfeld hat']", We are looking for a <SoftSkill_C>happy</SoftSkill_C> and <SoftSkill>understanding personality</SoftSkill> who <SoftSkill>enjoys teaching in a multicultural environment</SoftSkill>., We envisage a <SoftSkill>happy personality</SoftSkill> and <SoftSkill>understanding personality</SoftSkill> who <SoftSkill>enjoys teaching in a multicultural environment</SoftSkill>.
1735," Sie überzeugen mit Ihrer <SoftSkill_C>strukturierten</SoftSkill_C>, <SoftSkill>zielorientierten Art</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>."," Sie überzeugen mit Ihrer <SoftSkill>strukturierten Art</SoftSkill>, <SoftSkill>zielorientierten Art</SoftSkill> und <SoftSkill>denken vernetzt</SoftSkill>.","['strukturierten Art', 'zielorientierten Art', 'denken vernetzt']"," You convince with your <SoftSkill_C>structured</SoftSkill_C>, <SoftSkill>goal-oriented manner</SoftSkill> and <SoftSkill>think networked</SoftSkill>."," You convince with your <SoftSkill>structured manner</SoftSkill>, <SoftSkill>goal-oriented manner</SoftSkill> and <SoftSkill>thinking in a networked manner</SoftSkill>."
654," Ihre weitreichenden Kenntnisse der rechtlichen Rahmenbedingungen der Schweiz sowie Ihre <SoftSkill_C>ausgeprägten</SoftSkill_C> und <SoftSkill>vielseitigen Fähigkeiten</SoftSkill>/Erfahrungen in den Bereichen Projekt-, Risiko- und Beschaffungsmanagement zeichnen Sie zusätzlich aus."," Ihre weitreichenden Kenntnisse der rechtlichen Rahmenbedingungen der Schweiz sowie Ihre <SoftSkill>ausgeprägten Fähigkeiten</SoftSkill> und <SoftSkill>vielseitigen Fähigkeiten</SoftSkill>/Erfahrungen in den Bereichen Projekt-, Risiko- und Beschaffungsmanagement zeichnen Sie zusätzlich aus.","['ausgeprägten Fähigkeiten', 'vielseitigen Fähigkeiten']"," Your extensive knowledge of the legal framework in Switzerland as well as your <SoftSkill_C>extensive</SoftSkill_C> and <SoftSkill>versatile skills</SoftSkill>/experience in the areas of project, risk and procurement management additionally distinguish you."," Your extensive knowledge of the legal framework in Switzerland as well as your <SoftSkill>excellent skills</SoftSkill> and <SoftSkill>versatile skills</SoftSkill>/experience in the areas of project, risk and procurement management additionally distinguish you."
415," Sie verfügen über eine <SoftSkill_C>exakte</SoftSkill_C>, <SoftSkill_C>ganzheitliche Denk-</SoftSkill_C> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und:"," Sie verfügen über eine <SoftSkill>exakte Denkweise</SoftSkill>, <SoftSkill>ganzheitliche Denkweise</SoftSkill> und <SoftSkill>eigenverantwortliche Arbeitsweise</SoftSkill> und:","['exakte Denkweise', 'ganzheitliche Denkweise', 'eigenverantwortliche Arbeitsweise']"," You have a <SoftSkill_C>precise</SoftSkill_C>, <SoftSkill_C>holistic way of thinking</SoftSkill_C> and <SoftSkill>ownership</SoftSkill> and:"," You have a <SoftSkill>exact way of thinking</SoftSkill>, <SoftSkill>holistic way of thinking</SoftSkill> and <SoftSkill>ownership</SoftSkill> and:"
273," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill_C>stetig auszubauen</SoftSkill_C>."," Sie sind eine <SoftSkill>unternehmerisch denkende Persönlichkeit</SoftSkill>, welche <SoftSkill>offen auf Menschen zugehen kann</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk zu pflegen</SoftSkill> und <SoftSkill>in der Lage ist ein Netzwerk stetig auszubauen</SoftSkill>.","['unternehmerisch denkende Persönlichkeit', 'offen auf Menschen zugehen kann', 'in der Lage ist ein Netzwerk zu pflegen', 'in der Lage ist ein Netzwerk stetig auszubauen']", You are an <SoftSkill>entrepreneurial personality</SoftSkill> who <SoftSkill>can approach people openly</SoftSkill> and <SoftSkill>is able to maintain a network</SoftSkill> and <SoftSkill_C>to steadily expand it</SoftSkill_C>.," You are an <SoftSkill>entrepreneurial personality</SoftSkill>, who <SoftSkill>can approach people openly</SoftSkill> and <SoftSkill>is able to maintain a network</SoftSkill> and <SoftSkill>is able to constantly expand a network</SoftSkill>."
704," •  Sie sind <SoftSkill_C>motiviert</SoftSkill_C>, <SoftSkill_C>kreativ</SoftSkill_C> und <SoftSkill>kooperativ im Team zu arbeiten</SoftSkill>."," • Sie sind <SoftSkill>motiviert im Team zu arbeiten</SoftSkill>, <SoftSkill>kreativ im Team zu arbeiten</SoftSkill> und <SoftSkill>kooperativ im Team zu arbeiten</SoftSkill>.","['motiviert im Team zu arbeiten', 'kreativ im Team zu arbeiten', 'kooperativ im Team zu arbeiten']"," - You are <SoftSkill_C>motivated</SoftSkill_C>, <SoftSkill_C>creative</SoftSkill_C> and <SoftSkill>cooperative to work in a team</SoftSkill>."," - You are <SoftSkill>motivated to work in a team</SoftSkill>, <SoftSkill>creative to work in a team</SoftSkill> and <SoftSkill>cooperative to work in a team</SoftSkill>."
1691, Diese Aufgabe erfordert einen <SoftSkill_C>zuverlässigen</SoftSkill_C> und <SoftSkill>pflichtbewussten Charakter</SoftSkill> mit <SoftSkill>zielgerichteter Arbeitsweise</SoftSkill> und <SoftSkill>integralem Denken</SoftSkill>., Diese Aufgabe erfordert einen <SoftSkill>zuverlässigen Charakter</SoftSkill> und <SoftSkill>pflichtbewussten Charakter</SoftSkill> mit <SoftSkill>zielgerichteter Arbeitsweise</SoftSkill> und <SoftSkill>integralem Denken</SoftSkill>.,"['zuverlässigen Charakter', 'pflichtbewussten Charakter', 'zielgerichteter Arbeitsweise', 'integralem Denken']", This task requires a <SoftSkill_C>reliable</SoftSkill_C> and <SoftSkill>dutiful character</SoftSkill> with <SoftSkill>goal-oriented way of working</SoftSkill> and <SoftSkill>integral thinking</SoftSkill>., This task requires a <SoftSkill>reliable character</SoftSkill> and <SoftSkill>dutiful character</SoftSkill> with <SoftSkill>goal-oriented way of working</SoftSkill> and <SoftSkill>integral thinking</SoftSkill>.
