,Index,input,output,Problem type,valids
,754,Dank ihrem breiten und vertieften Fachwissen können Sie <SoftSkill>Kunden situationsgerecht und kompetent beraten</SoftSkill> und <SoftSkill_C>informieren</SoftSkill_C>. ->,Dank ihrem breiten und vertieften Fachwissen können Sie <SoftSkill>Kunden situationsgerecht und kompetent beraten</SoftSkill> und <SoftSkill>Kunden situationsgerecht und kompetent informieren</SoftSkill>.,MWA,0
,755," Die <SoftSkill>Fähigkeit, kommu nikations orientiert</SoftSkill> sowie <SoftSkill_C>reflexiv</SoftSkill_C> und <SoftSkill>selbst organisiert zu handeln</SoftSkill> und <SoftSkill_C>zu arbeiten</SoftSkill_C>, wird vorausgesetzt. ->"," Die <SoftSkill>Fähigkeit, kommunikationsorientiert</SoftSkill> sowie <SoftSkill>reflexiv zu handeln</SoftSkill> und <SoftSkill>selbst organisiert zu handeln</SoftSkill> und <SoftSkill>reflexiv zu arbeiten</SoftSkill> und <SoftSkill>selbst organisiert zu arbeiten</SoftSkill>, wird vorausgesetzt.",MDC,1
,756,<SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Motivation Neues zu erlernen</SoftSkill> ->,<SoftSkill>Bereitschaft Neues zu erlernen</SoftSkill> und <SoftSkill>Motivation Neues zu erlernen</SoftSkill>,MWA,0
,757," Sie sind <SoftSkill>stilsicher in der deutschen Sprache</SoftSkill>(Muttersprache), haben <SoftSkill_C>Organisations-und</SoftSkill_C> <SoftSkill>Zahlenflair</SoftSkill> und beherrschen die Lohnbuchhaltung (Abacus)sowie die gängigen MS-Office-ProgrammeSie sind unsere erste Ansprechperson für unsere Mitarbeitenden. ->"," Sie sind <SoftSkill>stilsicher in der deutschen Sprache</SoftSkill>(Muttersprache), haben <SoftSkill>Organisationsflair</SoftSkill> und <SoftSkill>Zahlenflair</SoftSkill> und beherrschen die Lohnbuchhaltung (Abacus)sowie die gängigen MS-Office-ProgrammeSie sind unsere erste Ansprechperson für unsere Mitarbeitenden.",HOWA,0
,758,•  <SoftSkill_C>Interesse</SoftSkill_C> und <SoftSkill>Verständnis für politische Prozesse</SoftSkill> ->,<SoftSkill>Interesse für politische Prozesse</SoftSkill> und <SoftSkill>Verständnis für politische Prozesse</SoftSkill>,MWA,0
,759," B. Ausserdem <SoftSkill>pflegen Sie eine gut organisierte Arbeitsweise</SoftSkill>, haben eine kaufmännisch Aus- und/oder Weiterbildung erfolgreich abgeschlossen und verfügen über ein <SoftSkill_C>vernetztes</SoftSkill_C> und <SoftSkill>betriebswirtschaftliches Denken</SoftSkill>. ->"," B. Ausserdem <SoftSkill>pflegen Sie eine gut organisierte Arbeitsweise</SoftSkill>, haben eine kaufmännisch Aus- und/oder Weiterbildung erfolgreich abgeschlossen und verfügen über ein <SoftSkill>vernetztes Denken</SoftSkill> und <SoftSkill>betriebswirtschaftliches Denken</SoftSkill>.",OWA,0
,760," Als <SoftSkill_C>entscheidungs-</SoftSkill_C> und <SoftSkill>führungsstarke Persönlichkeit</SoftSkill> haben Sie auch die Möglichkeit, Ihr ""eigenes"" FINQUEST Beratungs-Center aufzubauen und zu leiten. ->"," Als <SoftSkill>entscheidungsstarke Persönlichkeit</SoftSkill> und <SoftSkill>führungsstarke Persönlichkeit</SoftSkill> haben Sie auch die Möglichkeit, Ihr ""eigenes"" FINQUEST Beratungs-Center aufzubauen und zu leiten.",HOWA,0
,761," Sie <SoftSkill>arbeiten sehr strukturiert</SoftSkill> und haben eine <SoftSkill_C>ausgeprägte</SoftSkill_C>, <SoftSkill_C>analytische</SoftSkill_C> und <SoftSkill>pragmatische Denkweise</SoftSkill>. ->"," Sie <SoftSkill>arbeiten sehr strukturiert</SoftSkill> und haben eine <SoftSkill>ausgeprägte Denkweise</SoftSkill>, <SoftSkill>analytische Denkweise</SoftSkill> und <SoftSkill>pragmatische Denkweise</SoftSkill>.",MC,0
,762," Weiterhin bringen Sie <SoftSkill>Interesse an der ärztlich-therapeutischen Arbeit</SoftSkill> sowie eine <SoftSkill_C>patienten-</SoftSkill_C>, <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>netzwerkorientierte Arbeitsweise</SoftSkill> mit und haben <SoftSkill>Freude am selbständigen Arbeiten</SoftSkill>. ->"," Weiterhin bringen Sie <SoftSkill>Interesse an der ärztlich-therapeutischen Arbeit</SoftSkill> sowie eine <SoftSkill>patientenorientierte Arbeitsweise</SoftSkill>, <SoftSkill>teamorientierte Arbeitsweise</SoftSkill> und <SoftSkill>netzwerkorientierte Arbeitsweise</SoftSkill> mit und haben <SoftSkill>Freude am selbständigen Arbeiten</SoftSkill>.",HMC,0
,763," Eine <SoftSkill_C>ganzheitliche</SoftSkill_C>, <SoftSkill>freundliche Kundenberatung</SoftSkill> und eine <SoftSkill>hohe
Dienstleistungsmentalität</SoftSkill> stehen für Sie an oberster Stelle. ->"," Eine <SoftSkill>ganzheitliche Kundenberatung</SoftSkill>, <SoftSkill>freundliche Kundenberatung</SoftSkill> und eine <SoftSkill>hohe Dienstleistungsmentalität</SoftSkill> stehen für Sie an oberster Stelle.",OWA,0
,764,Neben einer <SoftSkill_C>flexiblen</SoftSkill_C> und <SoftSkill>effizienten Arbeitsweise</SoftSkill> verfügen Sie zudem über folgende Qualifikationen: ->,Neben einer <SoftSkill>flexiblen Arbeitsweise</SoftSkill> und <SoftSkill>effizienten Arbeitsweise</SoftSkill> verfügen Sie zudem über folgende Qualifikationen:,OWA,0
,765," Sie sind sich <SoftSkill_C>genaues</SoftSkill_C> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill>, sind <SoftSkill>offen</SoftSkill> und haben <SoftSkill>Freude an regem Kundenkontakt</SoftSkill>. ->"," Sie sind sich <SoftSkill>genaues Arbeiten gewohnt</SoftSkill> und <SoftSkill>exaktes Arbeiten gewohnt</SoftSkill>, sind <SoftSkill>offen</SoftSkill> und haben <SoftSkill>Freude an regem Kundenkontakt</SoftSkill>.",MWA,0
,766,<SoftSkill>Freude am Kochen</SoftSkill> und <SoftSkill_C>Backen</SoftSkill_C> ->,<SoftSkill>Freude am Kochen</SoftSkill> und <SoftSkill>Freude am Backen</SoftSkill>,MWA,0
,767," Darüber hinaus verstehen Sie es <SoftSkill_C>geschickt</SoftSkill_C>, <SoftSkill>eigenverantwortliches Handeln</SoftSkill> mit <SoftSkill_C>Team-</SoftSkill_C> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill> sowie <SoftSkill_C>hohem Qualitäts-</SoftSkill_C> und <SoftSkill>Kostenbewusstsein</SoftSkill> zu paaren. ->"," Darüber hinaus verstehen Sie es <SoftSkill>geschickt Handeln</SoftSkill>, <SoftSkill>eigenverantwortliches Handeln</SoftSkill> mit <SoftSkill>Teamfähigkeit</SoftSkill> und <SoftSkill>Kommunikationsfähigkeit</SoftSkill> sowie <SoftSkill>hohem Qualitätsbewusstsein</SoftSkill> und <SoftSkill>Kostenbewusstsein</SoftSkill> zu paaren.",HMDC,1
,768," Ihr <SoftSkill_C>stilsicherer</SoftSkill_C> und <SoftSkill>gepflegter Auftritt</SoftSkill> ist ebenso selbstverständlich wie Ihre <SoftSkill_C>diskrete</SoftSkill_C>, <SoftSkill>effiziente Arbeitsweise</SoftSkill>. ->","  Ihr <SoftSkill>stilsicherer Auftritt</SoftSkill> und <SoftSkill>gepflegter Auftritt</SoftSkill> ist ebenso selbstverständlich wie Ihre <SoftSkill>diskrete Arbeitsweise</SoftSkill>, <SoftSkill>effiziente Arbeitsweise</SoftSkill>.",MDC,0
,769,Ihr <SoftSkill>Flair für Layout</SoftSkill> und <SoftSkill_C>Illustration</SoftSkill_C> ergänzen Ihr Profil. ->,Ihr <SoftSkill>Flair für Layout</SoftSkill> und <SoftSkill>Flair für Illustration</SoftSkill> ergänzen Ihr Profil.,MWA,0
,770," Als <SoftSkill_C>überzeugende</SoftSkill_C> und <SoftSkill>durchsetzungsfähige Persönlichkeit</SoftSkill> <SoftSkill>bewegen Sie sich gerne auf internationalem Parkett</SoftSkill>, haben <SoftSkill>Freude an gelegentlicher Reisetätigkeit</SoftSkill> und der <SoftSkill_C>Zusammenarbeit mit internationalen Kunden</SoftSkill_C>. ->"," Als <SoftSkill>überzeugende Persönlichkeit</SoftSkill> und <SoftSkill>durchsetzungsfähige Persönlichkeit</SoftSkill> <SoftSkill>bewegen Sie sich gerne auf internationalem Parkett</SoftSkill>, haben <SoftSkill>Freude an gelegentlicher Reisetätigkeit</SoftSkill> und der <SoftSkill>Freude an der Zusammenarbeit mit internationalen Kunden</SoftSkill>.",MDC,0
,771," Eine <SoftSkill_C>hohe Kunden-</SoftSkill_C> und <SoftSkill>Marktorientierung</SoftSkill>, sowie die <SoftSkill>Bereitschaft für eine moderate Reisetätigkeit</SoftSkill> setzten wir voraus. ->"," Eine <SoftSkill>hohe Kundenorientierung</SoftSkill> und <SoftSkill>Marktorientierung</SoftSkill>, sowie die <SoftSkill>Bereitschaft für eine moderate Reisetätigkeit</SoftSkill> setzten wir voraus.",HOWA,0
,772," <SoftSkill_C>Betriebswirtschaftliches</SoftSkill_C>, <SoftSkill>unternehmerisches Interesse</SoftSkill> und ein <SoftSkill>rasches Auffassungsvermögen</SoftSkill>. ->"," <SoftSkill>Betriebswirtschaftliches Interesse</SoftSkill>, <SoftSkill>unternehmerisches Interesse</SoftSkill> und ein <SoftSkill>rasches Auffassungsvermögen</SoftSkill>.",OWA,0
,773,Sie <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill_C>effizient</SoftSkill_C> und mit einem <SoftSkill>hohen Interesse an der inhaltlichen Weiterentwicklung der Fachthemen</SoftSkill>. ->,Sie <SoftSkill>arbeiten selbstständig</SoftSkill> und <SoftSkill>arbeiten effizient</SoftSkill> und mit einem <SoftSkill>hohen Interesse an der inhaltlichen Weiterentwicklung der Fachthemen</SoftSkill>.,OWA,0
,774," Sie haben <SoftSkill_C>Erfahrung</SoftSkill_C>
und <SoftSkill>Geduld im Umgang mit Menschen</SoftSkill>, sind <SoftSkill>belastbar</SoftSkill>, <SoftSkill>verlässlich</SoftSkill>
und <SoftSkill>können sich durchsetzen</SoftSkill>. ->"," Sie haben <SoftSkill>Erfahrung im Umgang mit Menschen</SoftSkill>
und <SoftSkill>Geduld im Umgang mit Menschen</SoftSkill>, sind <SoftSkill>belastbar</SoftSkill>, <SoftSkill>verlässlich</SoftSkill>
und <SoftSkill>können sich durchsetzen</SoftSkill>.",MWA,0
,775,•  <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Einfühlungsvermögen im Umgang mit älteren und psychisch kranken Menschen</SoftSkill> ->,<SoftSkill>Freude im Umgang mit älteren und psychisch kranken Menschen</SoftSkill> und <SoftSkill>Einfühlungsvermögen im Umgang mit älteren und psychisch kranken Menschen</SoftSkill>,MWA,0
,776,•  <SoftSkill_C>Belastbare</SoftSkill_C> und <SoftSkill>lernwillige Person</SoftSkill> mit <SoftSkill>schneller Auffassungsgabe</SoftSkill> ->,<SoftSkill>Belastbare Person</SoftSkill> und <SoftSkill>lernwillige Person</SoftSkill> mit <SoftSkill>schneller Auffassungsgabe</SoftSkill>,OWA,0
,777,Du hast <SoftSkill>Interesse an Ordnung</SoftSkill> und <SoftSkill_C>Sauberkeit</SoftSkill_C> und <SoftSkill>arbeitest gerne in einem Team</SoftSkill>. ->,Du hast <SoftSkill>Interesse an Ordnung</SoftSkill> und <SoftSkill>Interesse an Sauberkeit</SoftSkill> und <SoftSkill>arbeitest gerne in einem Team</SoftSkill>.,MWA,0
,778," Wir wenden uns an einen gelernten Uhrmacher mit einem <SoftSkill_C>dienstleitungsorientierten</SoftSkill_C>, <SoftSkill_C>verantwortungsbewussten</SoftSkill_C> wie <SoftSkill>teamorientierten handeln</SoftSkill>. ->"," Wir wenden uns an einen gelernten Uhrmacher mit einem <SoftSkill>dienstleitungsorientierten handeln</SoftSkill>, <SoftSkill>verantwortungsbewussten handeln</SoftSkill> wie <SoftSkill>teamorientierten handeln</SoftSkill>.",MC,0
,779," Ihr Profil:
<SoftSkill>Lieben Sie es, selbständig zu arbeiten</SoftSkill> und Ihren <SoftSkill_C>Arbeitsbereich optimal zu organisieren</SoftSkill_C>? ->"," Ihr Profil: <SoftSkill>Lieben Sie es, selbständig zu arbeiten</SoftSkill> und <SoftSkill>lieben Sie es, Ihren Arbeitsbereich optimal zu organisieren</SoftSkill>?",NONE,0
,780," Berufserfahrung in einer ähnlichen Position
Führerschein der Klasse B
<SoftSkill_C>Gepflegtes</SoftSkill_C>, <SoftSkill_C>freundliches</SoftSkill_C> und <SoftSkill>herzliches Auftreten</SoftSkill> ->"," Berufserfahrung in einer ähnlichen Position
Führerschein der Klasse B
<SoftSkill>Gepflegtes Auftreten</SoftSkill>, <SoftSkill>freundliches Auftreten</SoftSkill> und <SoftSkill>herzliches Auftreten</SoftSkill>",MC,0
,781,•  <SoftSkill_C>Grosses Organisations-</SoftSkill_C> und <SoftSkill>Planungstalent</SoftSkill> ->,<SoftSkill>Grosses Organisationstalent</SoftSkill> und <SoftSkill>Planungstalent</SoftSkill>,HOWA,0
,782," Ihre Stärken sind <SoftSkill_C>strukturiertes</SoftSkill_C>, <SoftSkill>zielbewusstes Denken</SoftSkill> und <SoftSkill_C>Arbeiten</SoftSkill_C> sowie <SoftSkill_C>Sicherheit</SoftSkill_C> und <SoftSkill>Gewandtheit im mündlichen und schriftlichen Ausdruck</SoftSkill>. ->","  Ihre Stärken sind <SoftSkill>strukturiertes Denken</SoftSkill>, <SoftSkill>zielbewusstes Denken</SoftSkill> und <SoftSkill>zielbewusstes Arbeiten</SoftSkill> sowie <SoftSkill>Sicherheit im mündlichen und schriftlichen Ausdruck</SoftSkill> und <SoftSkill>Gewandtheit im mündlichen und schriftlichen Ausdruck</SoftSkill>.",MDC,0
,783,•  <SoftSkill_C>team-</SoftSkill_C> und <SoftSkill>kommunikationsfähige Persönlichkeit</SoftSkill> ->,<SoftSkill>teamfähige Persönlichkeit</SoftSkill> und <SoftSkill>kommunikationsfähige Persönlichkeit</SoftSkill>,HOWA,0
,784," Du bist eine <SoftSkill_C>freundliche</SoftSkill_C>, <SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>lösungsorientierte Person</SoftSkill> mit einem <SoftSkill>hohen Servicegedanken</SoftSkill>. ->","  Du bist eine <SoftSkill>freundliche Person</SoftSkill>, <SoftSkill>kundenorientierte Person</SoftSkill> und <SoftSkill>lösungsorientierte Person</SoftSkill> mit einem <SoftSkill>hohen Servicegedanken</SoftSkill>.",HMC,0
,785," Ihre <SoftSkill_C>ausgeprägte Problemlöse-</SoftSkill_C> und <SoftSkill>Innovationsfähigkeit</SoftSkill>, Ihre <SoftSkill>guten kommunikativen Fähigkeiten</SoftSkill> sowie Ihr <SoftSkill>Selbstmanagement</SoftSkill> runden Ihr Profil ab. ->"," Ihre <SoftSkill>ausgeprägte Problemlösefähigkeit</SoftSkill> und <SoftSkill>Innovationsfähigkeit</SoftSkill>, Ihre <SoftSkill>guten kommunikativen Fähigkeiten</SoftSkill> sowie Ihr <SoftSkill>Selbstmanagement</SoftSkill> runden Ihr Profil ab.",HOWA,0
,786," Mit Ihrer <SoftSkill_C>differenzierten</SoftSkill_C>, <SoftSkill>achtsamen Wahrnehmung</SoftSkill> <SoftSkill>erkennen Sie die Bedürfnisse unserer Bewohnerinnen und Bewohner mit geistigen und mehrfachen Beeinträchtigungen</SoftSkill>. ->"," Mit Ihrer <SoftSkill>differenzierten Wahrnehmung</SoftSkill>, <SoftSkill>achtsamen Wahrnehmung</SoftSkill> <SoftSkill>erkennen Sie die Bedürfnisse unserer Bewohnerinnen und Bewohner mit geistigen und mehrfachen Beeinträchtigungen</SoftSkill>.",OWA,0
,787," Wir denken dabei an <SoftSkill>initiative ""Macher</SoftSkill>"", die in einer unabhängigen Beratungsgesellschaft ihre <SoftSkill_C>unternehmerischen</SoftSkill_C> und <SoftSkill>planerischen Fähigkeiten</SoftSkill> ausleben möchten. ->"," Wir denken dabei an <SoftSkill>initiative ""Macher</SoftSkill>"", die in einer unabhängigen Beratungsgesellschaft ihre <SoftSkill>unternehmerischen Fähigkeiten</SoftSkill> und <SoftSkill>planerischen Fähigkeiten</SoftSkill> ausleben möchten.",OWA,0
,788," Zur Verstärkung des bestehenden Teams suchen wir per sofort oder nach Vereinbarung nach einer <SoftSkill_C>offenen</SoftSkill_C>, <SoftSkill_C>durchsetzungsstarken</SoftSkill_C>, <SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill>dienstleistungsorientierten Persönlichkeit</SoftSkill> als ->"," Zur Verstärkung des bestehenden Teams suchen wir per sofort oder nach Vereinbarung nach einer <SoftSkill>offenen Persönlichkeit</SoftSkill>, <SoftSkill>durchsetzungsstarken Persönlichkeit</SoftSkill>, <SoftSkill>kundenorientierten Persönlichkeit</SoftSkill> und <SoftSkill>dienstleistungsorientierten Persönlichkeit</SoftSkill> als",HMC,0
,789,Zudem bereitet Ihnen die Arbeit am Computer sowie das <SoftSkill_C>Freihand-</SoftSkill_C> und <SoftSkill>technische Zeichnen Freude</SoftSkill>. ->,Zudem bereitet Ihnen die Arbeit am Computer sowie das <SoftSkill>Freihandzeichnen</SoftSkill> und <SoftSkill>technische Zeichnen Freude</SoftSkill>.,HOWA,1
,790,<SoftSkill_C>Äusserst kunden-</SoftSkill_C> sowie <SoftSkill>lösungsorientiertes Verhalten</SoftSkill> ->,<SoftSkill>Äusserst kundenorientiertes Verhalten</SoftSkill> sowie <SoftSkill>lösungsorientiertes Verhalten</SoftSkill>,HOWA,0
,791,•  <SoftSkill>Gute Auffassungsgabe</SoftSkill> sowie <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill> ->,• <SoftSkill>Gute Auffassungsgabe</SoftSkill> sowie <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>zuverlässige Arbeitsweise</SoftSkill>,OWA,0
,792,Ihre <SoftSkill>Arbeitsweise ist proaktiv</SoftSkill> mit <SoftSkill_C>hoher Dienstleistungs-</SoftSkill_C> und <SoftSkill>Einsatzbereitschaft</SoftSkill>. ->,Ihre <SoftSkill>Arbeitsweise ist proaktiv</SoftSkill> mit <SoftSkill>hoher Dienstleistungsbereitschaft</SoftSkill> und <SoftSkill>Einsatzbereitschaft</SoftSkill>.,HOWA,0
,793," Sie <SoftSkill>führen die Aufgaben verantwortungsbewusst</SoftSkill>, <SoftSkill_C>mit Freude</SoftSkill_C> und <SoftSkill>Engagement</SoftSkill> aus und gewährleisten ein hohes Dienstleistungsniveau. ->"," Sie <SoftSkill>führen die Aufgaben verantwortungsbewusst</SoftSkill>, <SoftSkill>führen die Aufgaben mit Freude</SoftSkill> und <SoftSkill>führen die Aufgaben Engagement</SoftSkill> aus und gewährleisten ein hohes Dienstleistungsniveau.",MC,0
,794,•  <SoftSkill_C>Stilvolles</SoftSkill_C> und <SoftSkill>bestimmtes Auftreten</SoftSkill> ->,<SoftSkill>Stilvolles Auftreten</SoftSkill> und <SoftSkill>bestimmtes Auftreten</SoftSkill>,OWA,0
,795," Als <SoftSkill>erfahrene</SoftSkill> und <SoftSkill>zuverlässige</SoftSkill> Apothekerin stehen für Sie eine <SoftSkill_C>ganzheitliche</SoftSkill_C>, <SoftSkill>freundliche Kundenberatung</SoftSkill> sowie eine <SoftSkill>hohe Dienstleistungsmentalität</SoftSkill> an oberster Stelle. ->"," Als <SoftSkill>erfahrene</SoftSkill> und <SoftSkill>zuverlässige</SoftSkill> Apothekerin stehen für Sie eine <SoftSkill>ganzheitliche Kundenberatung</SoftSkill>, <SoftSkill>freundliche Kundenberatung</SoftSkill> sowie eine <SoftSkill>hohe Dienstleistungsmentalität</SoftSkill> an oberster Stelle.",OWA,0
,796,•  <SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Fähigkeit zur innovativen Arbeit im Team</SoftSkill> ->,<SoftSkill>Bereitschaft zur innovativen Arbeit im Team</SoftSkill> und <SoftSkill>Fähigkeit zur innovativen Arbeit im Team</SoftSkill>,MWA,0
,797,•  <SoftSkill>Eigenverantwortung</SoftSkill> sowie eine <SoftSkill_C>selbständige</SoftSkill_C> und <SoftSkill>strukturierte Arbeitsweise</SoftSkill> ->,• <SoftSkill>Eigenverantwortung</SoftSkill> sowie eine <SoftSkill>selbständige Arbeitsweise</SoftSkill> und <SoftSkill>strukturierte Arbeitsweise</SoftSkill>,OWA,0
,798," •  Sie sind <SoftSkill>gewohnt, auf Menschen zuzugehen</SoftSkill> sowie <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>zielorientiert zu arbeiten</SoftSkill>. ->"," • Sie sind <SoftSkill>gewohnt, auf Menschen zuzugehen</SoftSkill> sowie <SoftSkill>selbständig zu arbeiten</SoftSkill> und <SoftSkill>zielorientiert zu arbeiten</SoftSkill>.",MWA,0
,799," •  <SoftSkill>Freude an der interdisziplinären Zusammenarbeit</SoftSkill> mit einem <SoftSkill_C>überdurchschnittlich kollegialen, motivierten</SoftSkill_C>, jungen Team ->"," <SoftSkill>Freude an der interdisziplinären Zusammenarbeit</SoftSkill> mit einem <SoftSkill>überdurchschnittlich kollegialen, motivierten jungen Team</SoftSkill>.",,1
,800," Produkt Manager Verbindungstechnik 100% (m/w)
Sie sind <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>teamorientiert</SoftSkill> und <SoftSkill>haben Spass an der Sortimentsbetreuung</SoftSkill> und <SoftSkill_C>Kundenberatung</SoftSkill_C>. ->","  Produkt Manager Verbindungstechnik 100% (m/w)
Sie sind <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>teamorientiert</SoftSkill> und <SoftSkill>haben Spass an der Sortimentsbetreuung</SoftSkill> und <SoftSkill>haben Spass an der Kundenberatung</SoftSkill>.",MWA,0
,801,•  <SoftSkill_C>Belastbare</SoftSkill_C> und <SoftSkill>technisch versierte Person</SoftSkill> mit <SoftSkill>hohem Qualitätsbewusstsein</SoftSkill> ->,• <SoftSkill>Belastbare Person</SoftSkill> und <SoftSkill>technisch versierte Person</SoftSkill> mit <SoftSkill>hohem Qualitätsbewusstsein</SoftSkill>,OWA,0
,802," •  Sie sind deutscher Muttersprache und verfügen über eine <SoftSkill_C>stilsichere</SoftSkill_C>, <SoftSkill>schriftliche Ausdrucksweise</SoftSkill> ->"," • Sie sind deutscher Muttersprache und verfügen über eine <SoftSkill>stilsichere Ausdrucksweise</SoftSkill>, <SoftSkill>schriftliche Ausdrucksweise</SoftSkill>",OWA,0
,803," Sie sind sich <SoftSkill>gewohnt,</SoftSkill> <SoftSkill_C>selbständig</SoftSkill_C> und <SoftSkill>proaktiv zu arbeiten</SoftSkill>, sind aber auch ein <SoftSkill>Teamplayer</SoftSkill>. ->"," Sie sind sich <SoftSkill>gewohnt,</SoftSkill> <SoftSkill>selbständig zu arbeiten</SoftSkill> und <SoftSkill>proaktiv zu arbeiten</SoftSkill>, sind aber auch ein <SoftSkill>Teamplayer</SoftSkill>.",MWA,0
