prompt,predicted_text
" <SoftSkill>Leidenschaft für elektronische Medien</SoftSkill>, ein <SoftSkill>Flair für Design</SoftSkill> und <SoftSkill_C>Sprache</SoftSkill_C> sowie <SoftSkill>stilsicheres Deutsch</SoftSkill> und gute Englischkenntnisse runden Ihr Profil ab. ->"," <SoftSkill>Leidenschaft für elektronische Medien</SoftSkill>, ein <SoftSkill>Flair für Design</SoftSkill> und <SoftSkill>Flair für Sprache</SoftSkill> sowie <SoftSkill>stilsicheres Deutsch</SoftSkill> und gute Englischkenntnisse runden Ihr Profil ab."
" <SoftSkill>Selbständiges Entscheiden</SoftSkill> und <SoftSkill_C>Handeln</SoftSkill_C> und eine <SoftSkill>hohe Eigenmotivation</SoftSkill> sind für
Sie selbstverständlich. ->"," <SoftSkill>Selbständiges Entscheiden</SoftSkill> und <SoftSkill>selbständiges Handeln</SoftSkill> und eine <SoftSkill>hohe Eigenmotivation</SoftSkill> sind für
Sie selbstverständlich."
 •  <SoftSkill>gerne im Team</SoftSkill> und <SoftSkill_C>zusammen mit Jugendlichen arbeitet</SoftSkill_C>. ->, • <SoftSkill>gerne im Team</SoftSkill> und <SoftSkill>gerne zusammen mit Jugendlichen arbeitet</SoftSkill>.
" Sie sind <SoftSkill>konzeptionell stark</SoftSkill>, <SoftSkill_C>methodisch</SoftSkill_C>/<SoftSkill>didaktisch sicher</SoftSkill> und haben eine <SoftSkill>sehr gute mündliche und schriftliche Ausdrucksweise</SoftSkill>. ->"," Sie sind <SoftSkill>konzeptionell stark</SoftSkill>, <SoftSkill>methodisch sicher</SoftSkill>/<SoftSkill>didaktisch sicher</SoftSkill> und haben eine <SoftSkill>sehr gute mündliche und schriftliche Ausdrucksweise</SoftSkill>."
 <SoftSkill_C>Organisieren</SoftSkill_C> und <SoftSkill>Netzwerken gehören zu Ihrem Alltag</SoftSkill> und <SoftSkill>bereiten Ihnen Freude</SoftSkill>. ->, <SoftSkill>Organisieren gehört zu Ihrem Alltag</SoftSkill> und <SoftSkill>Netzwerken gehören zu Ihrem Alltag</SoftSkill> und <SoftSkill>bereiten Ihnen Freude</SoftSkill>.
 •  <SoftSkill_C>Hohe Service-</SoftSkill_C> und <SoftSkill>Dienstleistungsbereitschaft</SoftSkill ->, <SoftSkill>Hohe Servicebereitschaft</SoftSkill> und <SoftSkill>Dienstleistungsbereitschaft</SoftSkill>
" <SoftSkill>Arbeiten Sie ergebnis-</SoftSkill>, <SoftSkill_C>kunden-</SoftSkill_C> und <SoftSkill_C>teamorientiert</SoftSkill_C>, sind <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>belastbar</SoftSkill> und <SoftSkill>verhandeln gut und gerne</SoftSkill>? ->"," <SoftSkill>Arbeiten Sie ergebnisorientiert</SoftSkill>, <SoftSkill>arbeiten Sie kundenorientiert</SoftSkill> und <SoftSkill>arbeiten Sie teamorientiert</SoftSkill>, sind <SoftSkill>selbstständig</SoftSkill>, <SoftSkill>belastbar</SoftSkill> und <SoftSkill>verhandeln gut und gerne</SoftSkill>?"
 Nebst <SoftSkill>stilsicherem Deutsch</SoftSkill> in Wort und Schrift können Sie mit unseren italienisch sprechenden Partnern ebenfalls mündlich und schriftlich <SoftSkill_C>kompetent</SoftSkill_C> und <SoftSkill>professionell kommunizieren</SoftSkill>. ->, Nebst <SoftSkill>stilsicherem Deutsch</SoftSkill> in Wort und Schrift können Sie mit unseren italienisch sprechenden Partnern ebenfalls mündlich und schriftlich <SoftSkill>kompetent kommunizieren</SoftSkill> und <SoftSkill>professionell kommunizieren</SoftSkill>.
 Der <SoftSkill_C>kompetente</SoftSkill_C> und <SoftSkill>gepflegte Umgang mit den Kunden macht Ihnen Freude</SoftSkill>. ->, Der <SoftSkill>kompetente Umgang mit den Kunden macht Ihnen Freude</SoftSkill> und <SoftSkill>gepflegte Umgang mit den Kunden macht Ihnen Freude</SoftSkill>.
" •  ƒ
<SoftSkill_C>Bereitschaft</SoftSkill_C> und <SoftSkill>Fähigkeit, sich fachkompetent in der Projektarbeit zu vertiefen</SoftSkill ->"," • <SoftSkill>Bereitschaft, sich fachkompetent in der Projektarbeit zu vertiefen</SoftSkill> und <SoftSkill>Fähigkeit, sich fachkompetent in der Projektarbeit zu vertiefen</SoftSkill>"
 <SoftSkill_C>Selbständiges</SoftSkill_C> und <SoftSkill>qualitätsorientiertes Arbeiten</SoftSkill> sind für Sie selbstverständlich. ->, <SoftSkill>Selbständiges Arbeiten</SoftSkill> und <SoftSkill>qualitätsorientiertes Arbeiten</SoftSkill> sind für Sie selbstverständlich.
" B
<SoftSkill>Freude an Aussenarbeit zu jeder Tages- und Nachtzeit</SoftSkill> (ca. 40% Nachtschicht) und an einzelnen Wochenenden
<SoftSkill>Ausgesprochenes Sicherheitsdenken</SoftSkill> und <SoftSkill_C>hohe Zuverlässig-</SoftSkill_C> und <SoftSkill>Verlässlichkeit</SoftSkill ->"," B
<SoftSkill>Freude an Aussenarbeit zu jeder Tages- und Nachtzeit</SoftSkill> (ca. 40% Nachtschicht) und an einzelnen Wochenenden
<SoftSkill>Ausgesprochenes Sicherheitsdenken</SoftSkill> und <SoftSkill>hohe Zuverlässigkeit</SoftSkill> und <SoftSkill>Verlässlichkeit</SoftSkill>"
" Sie sind eine <SoftSkill_C>geduldige</SoftSkill_C>, <SoftSkill_C>verständnisvolle</SoftSkill_C>, <SoftSkill_C>aufmerksame</SoftSkill_C> und <SoftSkill>emphatische Person</SoftSkill> und sie schätzen eine innovative und serviceorientierte Atmosphäre mit den Spielern und im CS-Team. ->"," Sie sind eine <SoftSkill>geduldige Person</SoftSkill>, <SoftSkill>verständnisvolle Person</SoftSkill>, <SoftSkill>aufmerksame Person</SoftSkill> und <SoftSkill>emphatische Person</SoftSkill> und sie schätzen eine innovative und serviceorientierte Atmosphäre mit den Spielern und im CS-Team."
" Des Weiteren beherrscht du die deutsche Sprache in Wort und Schrift, bist <SoftSkill>ausgesprochen kundenorientiert</SoftSkill> und <SoftSkill>arbeitest exakt</SoftSkill> und <SoftSkill_C>selbstständig</SoftSkill_C>. ->"," Des Weiteren beherrscht du die deutsche Sprache in Wort und Schrift, bist <SoftSkill>ausgesprochen kundenorientiert</SoftSkill> und <SoftSkill>arbeitest exakt</SoftSkill> und <SoftSkill>arbeitest selbstständig</SoftSkill>."
 Du <SoftSkill>kannst andere Meinungen zulassen</SoftSkill> aber auch deinen <SoftSkill_C>Standpunkt vertreten</SoftSkill_C>. ->, Du <SoftSkill>kannst andere Meinungen zulassen</SoftSkill> aber auch deinen <SoftSkill>Standpunkt vertreten</SoftSkill>.
 Als <SoftSkill_C>erfahrene</SoftSkill_C> und <SoftSkill>leidenschaftliche Marketing-Persönlichkeit verfügen</SoftSkill> Sie über folgende Fähigkeiten und Eigenschaften: ->, Als <SoftSkill>erfahrene Marketing-Persönlichkeit verfügen</SoftSkill> und <SoftSkill>leidenschaftliche Marketing-Persönlichkeit verfügen</SoftSkill> Sie über folgende Fähigkeiten und Eigenschaften:
" Sie <SoftSkill>kommunizieren ausgesprochen gut</SoftSkill>, <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill_C>strukturiert</SoftSkill_C> und haben <SoftSkill>Freude am Kontakt mit Kundinnen und Kunden</SoftSkill>. ->"," Sie <SoftSkill>kommunizieren ausgesprochen gut</SoftSkill>, <SoftSkill>denken analytisch</SoftSkill> und <SoftSkill>denken strukturiert</SoftSkill> und haben <SoftSkill>Freude am Kontakt mit Kundinnen und Kunden</SoftSkill>."
" Zudem bringen Sie die <SoftSkill>Bereitschaft mit, unregelmässig zu arbeiten</SoftSkill> und <SoftSkill_C>Nachtdienste zu übernehmen</SoftSkill_C>. ->"," Zudem bringen Sie die <SoftSkill>Bereitschaft mit, unregelmässig zu arbeiten</SoftSkill> und <SoftSkill>Bereitschaft mit, Nachtdienste zu übernehmen</SoftSkill>."
" Sie <SoftSkill>arbeiten gerne kunden-</SoftSkill> sowie <SoftSkill_C>zielorientiert</SoftSkill_C> und <SoftSkill>schätzen den täglichen Kontakt mit anderen
Menschen</SoftSkill>. ->", Sie <SoftSkill>arbeiten gerne kundenorientiert</SoftSkill> sowie <SoftSkill>arbeiten gerne zielorientiert</SoftSkill> und <SoftSkill>schätzen den täglichen Kontakt mit anderen Menschen</SoftSkill>.
" •  Pflege der Kundenstammdaten
Anforderungsprofil
Für diese interessante und herausfordernde Stelle wenden wir uns an <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C>
und <SoftSkill>teamfähige Bewerberinnen und Bewerber</SoftSkill>: ->"," • Pflege der Kundenstammdaten
Anforderungsprofil
Für diese interessante und herausfordernde Stelle wenden wir uns an <SoftSkill>initiative Bewerberinnen und Bewerber</SoftSkill>, <SoftSkill>belastbare Bewerberinnen und Bewerber</SoftSkill> und <SoftSkill>teamfähige Bewerberinnen und Bewerber</SoftSkill>:"
" Ihr Profil:
Wir wenden uns an einen <SoftSkill_C>unternehmerisch</SoftSkill_C> und <SoftSkill>innovativ denkenden Verkaufsprofi</SoftSkill>, der <SoftSkill>Kundenzufriedenheit</SoftSkill> und <SoftSkill>Servicequalität</SoftSkill> als oberstes Credo versteht. ->"," Ihr Profil: Wir wenden uns an einen <SoftSkill>unternehmerisch denkenden Verkaufsprofi</SoftSkill> und <SoftSkill>innovativ denkenden Verkaufsprofi</SoftSkill>, der <SoftSkill>Kundenzufriedenheit</SoftSkill> und <SoftSkill>Servicequalität</SoftSkill> als oberstes Credo versteht."
" Fortgeschrittene Facharztweiterbildung in Psychiatrie, <SoftSkill>Freude an der Weiterentwicklung des Angebots</SoftSkill> sowie <SoftSkill_C>initiative</SoftSkill_C>, <SoftSkill_C>integrative</SoftSkill_C> und <SoftSkill>kommunikative Fähigkeiten</SoftSkill>. ->"," Fortgeschrittene Facharztweiterbildung in Psychiatrie, <SoftSkill>Freude an der Weiterentwicklung des Angebots</SoftSkill> sowie <SoftSkill>initiative Fähigkeiten</SoftSkill>, <SoftSkill>integrative Fähigkeiten</SoftSkill> und <SoftSkill>kommunikative Fähigkeiten</SoftSkill>."
 <SoftSkill_C>Exaktes</SoftSkill_C> und <SoftSkill>gründliches Arbeiten</SoftSkill> steht neben <SoftSkill>Ausdauer</SoftSkill> und <SoftSkill>Geduld</SoftSkill> ganz oben. ->, <SoftSkill>Exaktes Arbeiten</SoftSkill> und <SoftSkill>gründliches Arbeiten</SoftSkill> steht neben <SoftSkill>Ausdauer</SoftSkill> und <SoftSkill>Geduld</SoftSkill> ganz oben.
" das gut organisierte kmu freut sich auf eine <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>organisationsstarke</SoftSkill_C> und <SoftSkill>durchsetzungsfähige persönlichkeit</SoftSkill>! ->"," das gut organisierte kmu freut sich auf eine <SoftSkill>kommunikative persönlichkeit</SoftSkill>, <SoftSkill>organisationsstarke persönlichkeit</SoftSkill> und <SoftSkill>durchsetzungsfähige persönlichkeit</SoftSkill>!"
" •  <SoftSkill_C>Kundenorientiertes</SoftSkill_C>, bzw. <SoftSkill>freundliches Verhalten gegenüber Gästen und Mitarbeitern</SoftSkill ->"," • <SoftSkill>Kundenorientiertes Verhalten</SoftSkill>, bzw. <SoftSkill>freundliches Verhalten gegenüber Gästen und Mitarbeitern</SoftSkill>"
 Du <SoftSkill>bewahrst auch in stressigen Situationen dein Lächeln</SoftSkill> und einen <SoftSkill_C>kühlen Kopf</SoftSkill_C>? ->, Du <SoftSkill>bewahrst auch in stressigen Situationen dein Lächeln</SoftSkill> und <SoftSkill>bewahrst auch in stressigen Situationen deinen kühlen Kopf</SoftSkill>?
 <SoftSkill_C>ausgeprägte Kommunikations-</SoftSkill_C> und <SoftSkill>Beratungsfähigkeiten</SoftSkill ->, <SoftSkill>ausgeprägte Kommunikationsfähigkeiten</SoftSkill> und <SoftSkill>Beratungsfähigkeiten</SoftSkill>
" Sie sind herzlich eingeladen, nicht nur sich selbst, sondern auch uns <SoftSkill_C>tatkräftig</SoftSkill_C> und <SoftSkill>ideenreich weiterzuentwickeln</SoftSkill>. ->"," Sie sind herzlich eingeladen, nicht nur sich selbst, sondern auch uns <SoftSkill>tatkräftig weiterzuentwickeln</SoftSkill> und <SoftSkill>ideenreich weiterzuentwickeln</SoftSkill>."
" Sie sind sich <SoftSkill_C>selbständiges</SoftSkill_C> und <SoftSkill_C>genaues</SoftSkill_C>, <SoftSkill>sauberes Arbeiten gewohnt</SoftSkill> und sind max. 45 Jahre alt. ->"," Sie sind sich <SoftSkill>selbständiges Arbeiten gewohnt</SoftSkill> und <SoftSkill>genaues Arbeiten gewohnt</SoftSkill>, <SoftSkill>sauberes Arbeiten gewohnt</SoftSkill> und sind max. 45 Jahre alt."
 •  <SoftSkill>Initiative Person</SoftSkill> mit <SoftSkill_C>guten Planungs-</SoftSkill_C> und <SoftSkill>Organisationsfähigkeiten</SoftSkill> sowie <SoftSkill>hohem Mass an Eigenverantwortung</SoftSkill ->, • <SoftSkill>Initiative Person</SoftSkill> mit <SoftSkill>guten Planungsfähigkeiten</SoftSkill> und <SoftSkill>Organisationsfähigkeiten</SoftSkill> sowie <SoftSkill>hohem Mass an Eigenverantwortung</SoftSkill>
" Sie sind es <SoftSkill>gewohnt, unterschiedliche Anspruchsgruppen einzubeziehen</SoftSkill> und <SoftSkill_C>einzubinden</SoftSkill_C>. ->"," Sie sind es <SoftSkill>gewohnt, unterschiedliche Anspruchsgruppen einzubeziehen</SoftSkill> und <SoftSkill>gewohnt, unterschiedliche Anspruchsgruppen einzubinden</SoftSkill>."
" •  <SoftSkill>Freude an komplexen Fragestellungen</SoftSkill>,
<SoftSkill_C>analytisches</SoftSkill_C> und <SoftSkill>konzeptionelles Denken</SoftSkill ->"," <SoftSkill>Freude an komplexen Fragestellungen</SoftSkill>, <SoftSkill>Freude an analytisches Denken</SoftSkill> und <SoftSkill>Freude an konzeptionelles Denken</SoftSkill>"
" Sie sind eine <SoftSkill_C>kundenorientierte</SoftSkill_C>, <SoftSkill_C>kommunikative</SoftSkill_C>, <SoftSkill_C>belastbare</SoftSkill_C> und <SoftSkill>betriebswirtschaftlich denkende Persönlichkeit</SoftSkill> und verfügen über: ->"," Sie sind eine <SoftSkill>kundenorientierte Persönlichkeit</SoftSkill>, <SoftSkill>kommunikative Persönlichkeit</SoftSkill>, <SoftSkill>belastbare Persönlichkeit</SoftSkill> und <SoftSkill>betriebswirtschaftlich denkende Persönlichkeit</SoftSkill> und verfügen über:"
" Im Zuge der Weiterentwicklung in unserer Abteilung Produktmanagement suchen wir eine <SoftSkill_C>erfahrene</SoftSkill_C>, <SoftSkill_C>menschlich</SoftSkill_C> und <SoftSkill>fachlich überzeugende Persönlichkeit</SoftSkill> als ->"," Im Zuge der Weiterentwicklung in unserer Abteilung Produktmanagement suchen wir eine <SoftSkill>erfahrene Persönlichkeit</SoftSkill>, <SoftSkill>menschlich überzeugende Persönlichkeit</SoftSkill> und <SoftSkill>fachlich überzeugende Persönlichkeit</SoftSkill> als"
" An unserer Fachhochschule haben Sie die Möglichkeit, mitzugestalten sowie Ihre <SoftSkill_C>konzeptionellen</SoftSkill_C>, <SoftSkill_C>planerischen</SoftSkill_C> und <SoftSkill>organisatorischen Fähigkeiten einzubringen</SoftSkill>. ->"," An unserer Fachhochschule haben Sie die Möglichkeit, mitzugestalten sowie Ihre <SoftSkill>konzeptionellen Fähigkeiten</SoftSkill>, <SoftSkill>planerischen Fähigkeiten</SoftSkill> und <SoftSkill>organisatorischen Fähigkeiten einzubringen</SoftSkill>."
 Sie <SoftSkill>treffen gerne rasche Entscheidungen</SoftSkill> und haben sowohl ein <SoftSkill>Flair für Zahlen</SoftSkill> als auch <SoftSkill_C>kommerzielle Aspekte</SoftSkill_C>? ->, Sie <SoftSkill>treffen gerne rasche Entscheidungen</SoftSkill> und haben sowohl ein <SoftSkill>Flair für Zahlen</SoftSkill> als auch <SoftSkill>Flair für kommerzielle Aspekte</SoftSkill>?
 <SoftSkill_C>Geschickt</SoftSkill_C> und mit <SoftSkill>kommerziellem Verständnis</SoftSkill> verhandeln Sie Verträge mit Parteien in der Schweiz sowie im Ausland und verfassen diese erstklassig. ->, <SoftSkill>Geschickt verhandeln Sie Verträge mit Parteien in der Schweiz sowie im Ausland und verfassen diese erstklassig.</SoftSkill> und mit <SoftSkill>kommerziellem Verständnis</SoftSkill> verhandeln Sie Verträge mit Parteien in der Schweiz sowie im Ausland und verfassen diese erstklassig.
" <SoftSkill_C>Freude</SoftSkill_C> und <SoftSkill>Erfahrung im täglichen, persönlichen Kundenkontakt</SoftSkill ->"," <SoftSkill>Freude im täglichen, persönlichen Kundenkontakt</SoftSkill> und <SoftSkill>Erfahrung im täglichen, persönlichen Kundenkontakt</SoftSkill>"
" <SoftSkill>Anspruchsvolle Kundinnen mit viel Kreativität</SoftSkill>, <SoftSkill>Fingerspitzengefühl</SoftSkill> und <SoftSkill>Begeisterung</SoftSkill> <SoftSkill_C>fachkompetent</SoftSkill_C> und <SoftSkill>stilsicher beraten</SoftSkill>, ist Ihre Leidenschaft. ->"," <SoftSkill>Anspruchsvolle Kundinnen mit viel Kreativität</SoftSkill>, <SoftSkill>Fingerspitzengefühl</SoftSkill> und <SoftSkill>Begeisterung</SoftSkill> <SoftSkill>fachkompetent beraten</SoftSkill> und <SoftSkill>stilsicher beraten</SoftSkill>, ist Ihre Leidenschaft."
 •  <SoftSkill>Freude an der Arbeit mit Jugendlichen</SoftSkill> und <SoftSkill_C>Humor</SoftSkill_C ->, <SoftSkill>Freude an der Arbeit mit Jugendlichen</SoftSkill> und <SoftSkill>Freude an der Arbeit mit Humor</SoftSkill>.
" Dabei <SoftSkill>bleibst du auch in anspruchsvollen Situationen herzlich</SoftSkill>, <SoftSkill>offen</SoftSkill> und <SoftSkill_C>ganz du selbst</SoftSkill_C>. ->"," Dabei <SoftSkill>bleibst du auch in anspruchsvollen Situationen herzlich</SoftSkill>, <SoftSkill>bleibst du auch in anspruchsvollen Situationen offen</SoftSkill> und <SoftSkill>bleibst du auch in anspruchsvollen Situationen ganz du selbst</SoftSkill>."
" Durch <SoftSkill_C>differenziertes</SoftSkill_C>, <SoftSkill>achtsames Wahrnehmen erkennen Sie ihre Bedürfnisse</SoftSkill> und <SoftSkill>respektieren sie als eigenständige Persönlichkeiten</SoftSkill>. ->"," Durch <SoftSkill>differenziertes Wahrnehmen</SoftSkill>, <SoftSkill>achtsames Wahrnehmen erkennen Sie ihre Bedürfnisse</SoftSkill> und <SoftSkill>respektieren sie als eigenständige Persönlichkeiten</SoftSkill>."
" Abgeschlossene Schulbildung mit guten Leistungen
<SoftSkill>Geduld</SoftSkill>, <SoftSkill>Respekt</SoftSkill>, <SoftSkill>Hilfsbereitschaft</SoftSkill> und <SoftSkill>Dienstleistungsbewusstsein</SoftSkill>
<SoftSkill>Zuverlässigkeit</SoftSkill> und eine <SoftSkill>rasche Auffassungsgabe</SoftSkill>
<SoftSkill>Teamgeist</SoftSkill> und <SoftSkill>gute Umgangsformen</SoftSkill>
<SoftSkill_C>Körperliche</SoftSkill_C> und <SoftSkill>psychische Belastbarkeit</SoftSkill ->"," Abgeschlossene Schulbildung mit guten Leistungen
<SoftSkill>Geduld</SoftSkill>, <SoftSkill>Respekt</SoftSkill>, <SoftSkill>Hilfsbereitschaft</SoftSkill> und <SoftSkill>Dienstleistungsbewusstsein</SoftSkill>
<SoftSkill>Zuverlässigkeit</SoftSkill> und eine <SoftSkill>rasche Auffassungsgabe</SoftSkill>
<SoftSkill>Teamgeist</SoftSkill> und <SoftSkill>gute Umgangsformen</SoftSkill>
<SoftSkill>Körperliche Belastbarkeit</SoftSkill> und <SoftSkill>psychische Belastbarkeit</SoftSkill>"
" Eine <SoftSkill>stilsichere mündliche und schriftliche Ausdrucksweise</SoftSkill>, ein <SoftSkill_C>selbstsicheres</SoftSkill_C> und <SoftSkill>freundliches Auftreten</SoftSkill> sowie einige Jahre Berufserfahrung runden Ihr Profil ab. ->"," Eine <SoftSkill>stilsichere mündliche und schriftliche Ausdrucksweise</SoftSkill>, ein <SoftSkill>selbstsicheres Auftreten</SoftSkill> und <SoftSkill>freundliches Auftreten</SoftSkill> sowie einige Jahre Berufserfahrung runden Ihr Profil ab."
" Sie verfügen über einen Facharzttitel in Ophthalmologie
Sie haben bereits Berufserfahrung im Bereich Medical Retina
Ihre <SoftSkill_C>verantwortungsbewusste</SoftSkill_C>, <SoftSkill>engagierte Art</SoftSkill> zeichnet Sie aus ->"," Sie verfügen über einen Facharzttitel in Ophthalmologie
Sie haben bereits Berufserfahrung im Bereich Medical Retina
Ihre <SoftSkill>verantwortungsbewusste Art</SoftSkill>, <SoftSkill>engagierte Art</SoftSkill> zeichnet Sie aus"
" abgeschlossene Ausbildung als Rettungssanitäter oder dipl Pflegefachperson
<SoftSkill>gute/r Teamplayer/in</SoftSkill> mit <SoftSkill_C>hoher Selbst-</SoftSkill_C> und <SoftSkill>Sozialkompetenz</SoftSkill>
aktive Kenntnisse einer zweiten Amtssprache
gute PC Anwender Kenntnisse ->"," abgeschlossene Ausbildung als Rettungssanitäter oder dipl Pflegefachperson
<SoftSkill>gute/r Teamplayer/in</SoftSkill> mit <SoftSkill>hoher Selbstkompetenz</SoftSkill> und <SoftSkill>Sozialkompetenz</SoftSkill>
aktive Kenntnisse einer zweiten Amtssprache
gute PC Anwender Kenntnisse"
 Du <SoftSkill>arbeitest proaktiv</SoftSkill> und <SoftSkill_C>sorgfältig</SoftSkill_C> und verfügst über eine <SoftSkill>hohe Selbständigkeit</SoftSkill>. ->, Du <SoftSkill>arbeitest proaktiv</SoftSkill> und <SoftSkill>arbeitest sorgfältig</SoftSkill> und verfügst über eine <SoftSkill>hohe Selbständigkeit</SoftSkill>.
 •  <SoftSkill>Sinn für Teamarbeit</SoftSkill> und <SoftSkill_C>interdisziplinäre Zusammenarbeit</SoftSkill_C ->, <SoftSkill>Sinn für Teamarbeit</SoftSkill> und <SoftSkill>Sinn für interdisziplinäre Zusammenarbeit</SoftSkill>.
" Als <SoftSkill_C>zielorientierte</SoftSkill_C>, <SoftSkill_C>aufgeschlossene</SoftSkill_C> und <SoftSkill>begeisterungsfähige Macher-Persönlichkeit passen Sie perfekt in diese herausfordernde Aufgabe</SoftSkill>. ->"," Als <SoftSkill>zielorientierte Macher-Persönlichkeit</SoftSkill>, <SoftSkill>aufgeschlossene Macher-Persönlichkeit</SoftSkill> und <SoftSkill>begeisterungsfähige Macher-Persönlichkeit passen Sie perfekt in diese herausfordernde Aufgabe</SoftSkill>."
